Date,ROWL.JLR1_LEVEL.F_CV
10/17/21 6:45,17.36199951
10/17/21 6:50,17.33600044
10/17/21 6:55,17.30400085
10/17/21 7:00,17.27400017
10/17/21 7:05,17.23800087
10/17/21 7:10,17.21199989
10/17/21 7:15,17.18199921
10/17/21 7:20,17.1439991
10/17/21 7:25,17.11599922
10/17/21 7:30,17.08399963
10/17/21 7:35,17.04999924
10/17/21 7:40,17.02599907
10/17/21 7:45,16.99200058
10/17/21 7:50,16.96199989
10/17/21 7:55,16.93600082
10/17/21 8:00,16.90399933
10/17/21 8:05,16.87400055
10/17/21 8:10,16.87000084
10/17/21 8:15,16.92399979
10/17/21 8:20,16.99399948
10/17/21 8:25,17.05200005
10/17/21 8:30,17.1060009
10/17/21 8:35,17.15999985
10/17/21 8:40,17.2159996
10/17/21 8:45,17.26799965
10/17/21 8:50,17.31999969
10/17/21 8:55,17.37800026
10/17/21 9:00,17.43199921
10/17/21 9:05,17.48399925
10/17/21 9:10,17.5340004
10/17/21 9:15,17.59000015
10/17/21 9:20,17.6420002
10/17/21 9:25,17.69199944
10/17/21 9:30,17.75
10/17/21 9:35,17.80800056
10/17/21 9:40,17.86599922
10/17/21 9:45,17.9279995
10/17/21 9:50,17.99399948
10/17/21 9:55,18.05599976
10/17/21 10:00,18.11400032
10/17/21 10:05,18.17000008
10/17/21 10:10,18.22599983
10/17/21 10:15,18.28000069
10/17/21 10:20,18.32999992
10/17/21 10:25,18.37999916
10/17/21 10:30,18.43400002
10/17/21 10:35,18.48399925
10/17/21 10:40,18.5359993
10/17/21 10:45,18.58399963
10/17/21 10:50,18.63599968
10/17/21 10:55,18.68600082
10/17/21 11:00,18.73600006
10/17/21 11:05,18.78800011
10/17/21 11:10,18.84000015
10/17/21 11:15,18.88599968
10/17/21 11:20,18.94000053
10/17/21 11:25,18.98999977
10/17/21 11:30,19.04000092
10/17/21 11:35,19.08799934
10/17/21 11:40,19.13999939
10/17/21 11:45,19.18799973
10/17/21 11:50,19.23999977
10/17/21 11:55,19.28800011
10/17/21 12:00,19.33600044
10/17/21 12:05,19.38199997
10/17/21 12:10,19.4279995
10/17/21 12:15,19.47599983
10/17/21 12:20,19.52599907
10/17/21 12:25,19.5720005
10/17/21 12:30,19.61800003
10/17/21 12:35,19.66399956
10/17/21 12:40,19.7140007
10/17/21 12:45,19.75600052
10/17/21 12:50,19.80200005
10/17/21 12:55,19.85000038
10/17/21 13:00,19.89599991
10/17/21 13:05,19.94599915
10/17/21 13:10,19.99200058
10/17/21 13:15,20.04000092
10/17/21 13:20,20.09399986
10/17/21 13:25,20.13800049
10/17/21 13:30,20.18799973
10/17/21 13:35,20.23600006
10/17/21 13:40,20.2840004
10/17/21 13:45,20.33399963
10/17/21 13:50,20.37999916
10/17/21 13:55,20.43000031
10/17/21 14:00,20.47800064
10/17/21 14:05,20.51799965
10/17/21 14:10,20.56800079
10/17/21 14:15,20.61800003
10/17/21 14:20,20.66799927
10/17/21 14:25,20.7140007
10/17/21 14:30,20.76000023
10/17/21 14:35,20.80800056
10/17/21 14:40,20.8579998
10/17/21 14:45,20.90399933
10/17/21 14:50,20.95000076
10/17/21 14:55,20.99799919
10/17/21 15:00,21.04599953
10/17/21 15:05,21.09199905
10/17/21 15:10,21.13999939
10/17/21 15:15,21.18600082
10/17/21 15:20,21.23399925
10/17/21 15:25,21.28199959
10/17/21 15:30,21.33200073
10/17/21 15:35,21.37800026
10/17/21 15:40,21.42200089
10/17/21 15:45,21.46999931
10/17/21 15:50,21.51799965
10/17/21 15:55,21.56399918
10/17/21 16:00,21.61000061
10/17/21 16:05,21.65800095
10/17/21 16:10,21.70800018
10/17/21 16:15,21.74799919
10/17/21 16:20,21.79800034
10/17/21 16:25,21.84199905
10/17/21 16:30,21.88599968
10/17/21 16:35,21.93199921
10/17/21 16:40,21.97800064
10/17/21 16:45,22.02400017
10/17/21 16:50,22.06800079
10/17/21 16:55,22.11599922
10/17/21 17:00,22.16600037
10/17/21 17:05,22.19400024
10/17/21 17:10,22.19000053
10/17/21 17:15,22.16200066
10/17/21 17:20,22.11800003
10/17/21 17:25,22.08200073
10/17/21 17:30,22.03800011
10/17/21 17:35,22.00200081
10/17/21 17:40,21.9659996
10/17/21 17:45,21.93000031
10/17/21 17:50,21.89599991
10/17/21 17:55,21.8579998
10/17/21 18:00,21.8239994
10/17/21 18:05,21.78800011
10/17/21 18:10,21.75200081
10/17/21 18:15,21.72400093
10/17/21 18:20,21.68199921
10/17/21 18:25,21.64999962
10/17/21 18:30,21.61800003
10/17/21 18:35,21.57600021
10/17/21 18:40,21.54400063
10/17/21 18:45,21.51000023
10/17/21 18:50,21.46999931
10/17/21 18:55,
10/17/21 19:00,21.39800072
10/17/21 19:05,21.36199951
10/17/21 19:10,21.3220005
10/17/21 19:15,21.29800034
10/17/21 19:20,21.25600052
10/17/21 19:25,21.22599983
10/17/21 19:30,21.18799973
10/17/21 19:35,
10/17/21 19:40,21.11800003
10/17/21 19:45,21.08600044
10/17/21 19:50,21.04599953
10/17/21 19:55,21.01000023
10/17/21 20:00,20.97200012
10/17/21 20:05,20.94000053
10/17/21 20:10,20.90200043
10/17/21 20:15,20.87000084
10/17/21 20:20,20.83399963
10/17/21 20:25,20.79800034
10/17/21 20:30,20.76600075
10/17/21 20:35,20.72999954
10/17/21 20:40,20.69599915
10/17/21 20:45,20.66200066
10/17/21 20:50,20.62400055
10/17/21 20:55,20.59199905
10/17/21 21:00,20.55800056
10/17/21 21:05,20.52199936
10/17/21 21:10,20.48800087
10/17/21 21:15,20.44799995
10/17/21 21:20,20.41600037
10/17/21 21:25,20.38199997
10/17/21 21:30,20.34399986
10/17/21 21:35,20.30800056
10/17/21 21:40,20.27400017
10/17/21 21:45,20.23800087
10/17/21 21:50,20.20599937
10/17/21 21:55,20.17200089
10/17/21 22:00,20.1439991
10/17/21 22:05,20.1060009
10/17/21 22:10,20.07799911
10/17/21 22:15,20.04199982
10/17/21 22:20,20.00799942
10/17/21 22:25,19.97800064
10/17/21 22:30,19.94400024
10/17/21 22:35,19.90999985
10/17/21 22:40,19.87599945
10/17/21 22:45,19.84199905
10/17/21 22:50,19.81200027
10/17/21 22:55,19.78199959
10/17/21 23:00,19.74600029
10/17/21 23:05,19.71199989
10/17/21 23:10,19.68000031
10/17/21 23:15,19.64599991
10/17/21 23:20,19.61400032
10/17/21 23:25,19.57799911
10/17/21 23:30,19.54199982
10/17/21 23:35,19.51199913
10/17/21 23:40,19.48200035
10/17/21 23:45,19.45199966
10/17/21 23:50,19.42000008
10/17/21 23:55,19.38400078
10/18/21 0:00,19.3560009
10/18/21 0:00,19.3560009
10/18/21 0:05,19.3220005
10/18/21 0:10,19.29199982
10/18/21 0:15,19.25799942
10/18/21 0:20,19.22599983
10/18/21 0:25,19.19400024
10/18/21 0:30,19.16200066
10/18/21 0:35,19.12999916
10/18/21 0:40,19.10000038
10/18/21 0:45,19.06999969
10/18/21 0:50,19.0359993
10/18/21 0:55,19.00799942
10/18/21 1:00,18.97599983
10/18/21 1:05,18.94400024
10/18/21 1:10,18.91399956
10/18/21 1:15,18.88599968
10/18/21 1:20,18.85199928
10/18/21 1:25,18.81800079
10/18/21 1:30,18.7859993
10/18/21 1:35,18.75600052
10/18/21 1:40,18.72200012
10/18/21 1:45,18.69400024
10/18/21 1:50,18.66200066
10/18/21 1:55,18.62599945
10/18/21 2:00,18.59399986
10/18/21 2:05,18.56399918
10/18/21 2:10,18.53199959
10/18/21 2:15,18.50399971
10/18/21 2:20,18.46999931
10/18/21 2:25,18.44000053
10/18/21 2:30,18.40600014
10/18/21 2:35,18.37599945
10/18/21 2:40,18.34399986
10/18/21 2:45,18.30999947
10/18/21 2:50,18.28199959
10/18/21 2:55,18.24799919
10/18/21 3:00,18.2159996
10/18/21 3:05,18.18199921
10/18/21 3:10,18.14999962
10/18/21 3:15,18.11800003
10/18/21 3:20,18.08399963
10/18/21 3:25,18.05200005
10/18/21 3:30,18.02000046
10/18/21 3:35,17.98600006
10/18/21 3:40,17.95400047
10/18/21 3:45,17.92000008
10/18/21 3:50,17.88199997
10/18/21 3:55,17.85000038
10/18/21 4:00,17.81800079
10/18/21 4:05,17.79199982
10/18/21 4:10,17.75399971
10/18/21 4:15,17.72599983
10/18/21 4:20,17.69199944
10/18/21 4:25,17.66399956
10/18/21 4:30,17.63400078
10/18/21 4:35,17.60199928
10/18/21 4:40,17.56800079
10/18/21 4:45,17.53800011
10/18/21 4:50,17.50799942
10/18/21 4:55,17.47599983
10/18/21 5:00,17.44400024
10/18/21 5:05,17.41399956
10/18/21 5:10,17.37999916
10/18/21 5:15,17.34600067
10/18/21 5:20,17.31599998
10/18/21 5:25,17.28000069
10/18/21 5:30,17.25200081
10/18/21 5:35,17.21800041
10/18/21 5:40,17.18000031
10/18/21 5:45,17.15200043
10/18/21 5:50,17.11599922
10/18/21 5:55,17.08399963
10/18/21 6:00,17.05200005
10/18/21 6:05,17.01799965
10/18/21 6:10,16.98600006
10/18/21 6:15,16.95400047
10/18/21 6:20,16.91799927
10/18/21 6:25,16.88800049
10/18/21 6:30,16.8560009
10/18/21 6:35,16.8239994
10/18/21 6:40,16.79000092
10/18/21 6:45,16.76199913
10/18/21 6:50,16.72599983
10/18/21 6:55,16.69599915
10/18/21 7:00,16.65999985
10/18/21 7:05,16.63199997
10/18/21 7:10,16.59600067
10/18/21 7:15,16.56399918
10/18/21 7:20,16.53199959
10/18/21 7:25,16.51799965
10/18/21 7:30,16.54800034
10/18/21 7:35,16.61800003
10/18/21 7:40,16.6760006
10/18/21 7:45,16.73200035
10/18/21 7:50,16.77599907
10/18/21 7:55,16.82600021
10/18/21 8:00,16.87199974
10/18/21 8:05,16.92200089
10/18/21 8:10,16.97200012
10/18/21 8:15,17.02000046
10/18/21 8:20,17.06999969
10/18/21 8:25,17.12000084
10/18/21 8:30,17.16600037
10/18/21 8:35,17.1760006
10/18/21 8:40,17.18000031
10/18/21 8:45,17.19199944
10/18/21 8:50,17.20199966
10/18/21 8:55,17.2140007
10/18/21 9:00,17.22999954
10/18/21 9:05,17.24399948
10/18/21 9:10,17.25600052
10/18/21 9:15,17.27000046
10/18/21 9:20,17.2859993
10/18/21 9:25,17.23999977
10/18/21 9:30,17.33799934
10/18/21 9:35,17.34600067
10/18/21 9:40,17.35400009
10/18/21 9:45,17.36599922
10/18/21 9:50,17.37000084
10/18/21 9:55,17.38199997
10/18/21 10:00,17.3920002
10/18/21 10:05,17.39800072
10/18/21 10:10,17.40600014
10/18/21 10:15,17.41399956
10/18/21 10:20,17.42200089
10/18/21 10:25,17.4260006
10/18/21 10:30,17.43400002
10/18/21 10:35,17.44599915
10/18/21 10:40,17.45599937
10/18/21 10:45,17.4659996
10/18/21 10:50,17.47599983
10/18/21 10:55,17.49200058
10/18/21 11:00,17.50600052
10/18/21 11:05,17.52000046
10/18/21 11:10,17.5340004
10/18/21 11:15,17.54800034
10/18/21 11:20,17.56200027
10/18/21 11:25,17.57600021
10/18/21 11:30,17.59600067
10/18/21 11:35,17.65200043
10/18/21 11:40,17.71800041
10/18/21 11:45,17.77599907
10/18/21 11:50,17.82600021
10/18/21 11:55,17.87400055
10/18/21 12:00,17.9279995
10/18/21 12:05,17.97599983
10/18/21 12:10,18.02599907
10/18/21 12:15,18.07999992
10/18/21 12:20,18.12800026
10/18/21 12:25,18.1779995
10/18/21 12:30,18.22800064
10/18/21 12:35,18.28199959
10/18/21 12:40,18.32999992
10/18/21 12:45,18.37599945
10/18/21 12:50,18.4279995
10/18/21 12:55,18.47599983
10/18/21 13:00,18.52599907
10/18/21 13:05,18.57799911
10/18/21 13:10,18.62599945
10/18/21 13:15,18.6760006
10/18/21 13:20,18.72599983
10/18/21 13:25,18.76799965
10/18/21 13:30,18.8220005
10/18/21 13:35,18.87400055
10/18/21 13:40,18.92000008
10/18/21 13:45,18.97200012
10/18/21 13:50,19.02599907
10/18/21 13:55,19.07799911
10/18/21 14:00,19.13199997
10/18/21 14:05,19.18000031
10/18/21 14:10,19.22800064
10/18/21 14:15,19.27799988
10/18/21 14:20,19.3239994
10/18/21 14:25,19.37199974
10/18/21 14:30,19.42200089
10/18/21 14:35,19.47200012
10/18/21 14:40,19.52000046
10/18/21 14:45,19.56999969
10/18/21 14:50,19.61800003
10/18/21 14:55,19.66600037
10/18/21 15:00,19.7140007
10/18/21 15:05,19.76199913
10/18/21 15:10,19.81200027
10/18/21 15:15,19.86400032
10/18/21 15:20,19.91200066
10/18/21 15:25,19.96800041
10/18/21 15:30,20.01399994
10/18/21 15:35,20.06599998
10/18/21 15:40,20.11000061
10/18/21 15:45,20.15600014
10/18/21 15:50,20.20800018
10/18/21 15:55,20.25200081
10/18/21 16:00,20.30200005
10/18/21 16:05,20.34799957
10/18/21 16:10,20.37000084
10/18/21 16:15,20.35400009
10/18/21 16:20,20.31599998
10/18/21 16:25,20.27400017
10/18/21 16:30,20.23600006
10/18/21 16:35,20.19799995
10/18/21 16:40,20.15999985
10/18/21 16:45,20.12199974
10/18/21 16:50,20.08200073
10/18/21 16:55,20.04999924
10/18/21 17:00,20.01600075
10/18/21 17:05,19.98200035
10/18/21 17:10,19.94799995
10/18/21 17:15,19.91399956
10/18/21 17:20,19.87800026
10/18/21 17:25,19.84199905
10/18/21 17:30,19.80999947
10/18/21 17:35,19.77400017
10/18/21 17:40,19.73999977
10/18/21 17:45,19.70400047
10/18/21 17:50,19.67200089
10/18/21 17:55,19.63800049
10/18/21 18:00,19.60199928
10/18/21 18:05,19.56999969
10/18/21 18:10,19.5359993
10/18/21 18:15,19.5
10/18/21 18:20,19.4659996
10/18/21 18:25,19.43199921
10/18/21 18:30,19.39599991
10/18/21 18:35,19.36400032
10/18/21 18:40,19.33200073
10/18/21 18:45,19.29800034
10/18/21 18:50,19.26399994
10/18/21 18:55,19.22800064
10/18/21 19:00,19.19599915
10/18/21 19:05,19.16399956
10/18/21 19:10,19.12599945
10/18/21 19:15,19.09000015
10/18/21 19:20,19.05800056
10/18/21 19:25,19.02400017
10/18/21 19:30,18.98800087
10/18/21 19:35,18.95599937
10/18/21 19:40,18.9260006
10/18/21 19:45,18.88800049
10/18/21 19:50,18.85199928
10/18/21 19:55,18.8220005
10/18/21 20:00,18.7840004
10/18/21 20:05,18.75200081
10/18/21 20:10,18.71800041
10/18/21 20:15,18.68199921
10/18/21 20:20,18.64999962
10/18/21 20:25,18.61199951
10/18/21 20:30,18.57999992
10/18/21 20:35,18.54400063
10/18/21 20:40,18.51199913
10/18/21 20:45,18.47599983
10/18/21 20:50,18.44400024
10/18/21 20:55,18.40999985
10/18/21 21:00,18.37800026
10/18/21 21:05,18.34399986
10/18/21 21:10,18.30800056
10/18/21 21:15,18.27599907
10/18/21 21:20,18.24399948
10/18/21 21:25,18.20800018
10/18/21 21:30,18.1779995
10/18/21 21:35,18.13999939
10/18/21 21:40,18.1060009
10/18/21 21:45,18.07600021
10/18/21 21:50,18.04000092
10/18/21 21:55,18.00799942
10/18/21 22:00,17.97400093
10/18/21 22:05,17.94199944
10/18/21 22:10,17.90399933
10/18/21 22:15,17.87199974
10/18/21 22:20,17.84000015
10/18/21 22:25,17.80599976
10/18/21 22:30,17.77199936
10/18/21 22:35,17.73999977
10/18/21 22:40,17.70999908
10/18/21 22:45,17.67399979
10/18/21 22:50,17.63999939
10/18/21 22:55,17.6079998
10/18/21 23:00,17.57600021
10/18/21 23:05,17.54400063
10/18/21 23:10,17.50799942
10/18/21 23:15,17.47999954
10/18/21 23:20,17.44799995
10/18/21 23:25,17.41399956
10/18/21 23:30,17.38800049
10/18/21 23:35,17.3560009
10/18/21 23:40,17.3220005
10/18/21 23:45,17.28800011
10/18/21 23:50,17.25799942
10/18/21 23:55,17.22599983
10/19/21 0:00,17.19400024
10/19/21 0:00,17.19400024
10/19/21 0:05,17.15999985
10/19/21 0:10,17.12800026
10/19/21 0:15,17.09399986
10/19/21 0:20,17.06200027
10/19/21 0:25,17.02599907
10/19/21 0:30,16.98999977
10/19/21 0:35,16.95999908
10/19/21 0:40,16.9279995
10/19/21 0:45,16.8920002
10/19/21 0:50,16.86199951
10/19/21 0:55,16.82799911
10/19/21 1:00,16.79599953
10/19/21 1:05,16.76000023
10/19/21 1:10,16.72800064
10/19/21 1:15,16.69400024
10/19/21 1:20,16.65800095
10/19/21 1:25,16.62800026
10/19/21 1:30,16.59600067
10/19/21 1:35,16.56200027
10/19/21 1:40,16.53199959
10/19/21 1:45,16.5
10/19/21 1:50,16.4659996
10/19/21 1:55,16.43600082
10/19/21 2:00,16.40399933
10/19/21 2:05,16.37599945
10/19/21 2:10,16.34199905
10/19/21 2:15,16.30999947
10/19/21 2:20,16.28000069
10/19/21 2:25,16.25
10/19/21 2:30,16.2140007
10/19/21 2:35,16.18199921
10/19/21 2:40,16.15399933
10/19/21 2:45,16.12000084
10/19/21 2:50,16.09000015
10/19/21 2:55,16.05599976
10/19/21 3:00,16.02400017
10/19/21 3:05,15.99400043
10/19/21 3:10,15.96000004
10/19/21 3:15,15.92599964
10/19/21 3:20,15.89400005
10/19/21 3:25,15.8579998
10/19/21 3:30,15.82800007
10/19/21 3:35,15.81999969
10/19/21 3:40,15.86600018
10/19/21 3:45,15.93599987
10/19/21 3:50,15.99800014
10/19/21 3:55,16.04999924
10/19/21 4:00,16.10400009
10/19/21 4:05,16.15399933
10/19/21 4:10,16.20199966
10/19/21 4:15,16.25200081
10/19/21 4:20,16.29999924
10/19/21 4:25,16.34799957
10/19/21 4:30,16.3920002
10/19/21 4:35,16.44199944
10/19/21 4:40,16.49200058
10/19/21 4:45,16.54199982
10/19/21 4:50,16.58799934
10/19/21 4:55,16.63999939
10/19/21 5:00,16.68600082
10/19/21 5:05,16.73800087
10/19/21 5:10,16.79199982
10/19/21 5:15,16.83799934
10/19/21 5:20,16.88800049
10/19/21 5:25,16.93799973
10/19/21 5:30,16.98800087
10/19/21 5:35,17.0359993
10/19/21 5:40,17.08399963
10/19/21 5:45,17.12800026
10/19/21 5:50,17.18199921
10/19/21 5:55,17.22999954
10/19/21 6:00,17.2840004
10/19/21 6:05,17.32799911
10/19/21 6:10,17.37999916
10/19/21 6:15,17.4260006
10/19/21 6:20,17.47999954
10/19/21 6:25,17.53000069
10/19/21 6:30,17.57600021
10/19/21 6:35,17.62800026
10/19/21 6:40,17.67200089
10/19/21 6:45,17.71999931
10/19/21 6:50,17.77199936
10/19/21 6:55,17.8220005
10/19/21 7:00,17.87199974
10/19/21 7:05,17.92000008
10/19/21 7:10,17.97200012
10/19/21 7:15,18.01799965
10/19/21 7:20,18.06999969
10/19/21 7:25,18.12000084
10/19/21 7:30,18.16799927
10/19/21 7:35,18.2140007
10/19/21 7:40,18.25600052
10/19/21 7:45,18.29800034
10/19/21 7:50,18.33799934
10/19/21 7:55,18.37999916
10/19/21 8:00,18.41600037
10/19/21 8:05,18.45400047
10/19/21 8:10,18.49799919
10/19/21 8:15,18.54000092
10/19/21 8:20,18.57999992
10/19/21 8:25,18.62199974
10/19/21 8:30,18.66600037
10/19/21 8:35,18.70999908
10/19/21 8:40,18.74799919
10/19/21 8:45,18.79199982
10/19/21 8:50,18.82999992
10/19/21 8:55,18.87599945
10/19/21 9:00,18.91799927
10/19/21 9:05,18.95400047
10/19/21 9:10,18.99600029
10/19/21 9:15,19.04000092
10/19/21 9:20,19.08200073
10/19/21 9:25,19.12000084
10/19/21 9:30,19.16600037
10/19/21 9:35,19.2140007
10/19/21 9:40,19.25799942
10/19/21 9:45,19.30999947
10/19/21 9:50,19.36199951
10/19/21 9:55,19.41200066
10/19/21 10:00,19.45599937
10/19/21 10:05,19.50399971
10/19/21 10:10,19.54800034
10/19/21 10:15,19.59000015
10/19/21 10:20,19.63199997
10/19/21 10:25,19.67200089
10/19/21 10:30,19.71800041
10/19/21 10:35,19.75799942
10/19/21 10:40,19.79599953
10/19/21 10:45,19.84199905
10/19/21 10:50,19.88400078
10/19/21 10:55,19.92200089
10/19/21 11:00,19.9640007
10/19/21 11:05,20
10/19/21 11:10,20.04199982
10/19/21 11:15,20.08399963
10/19/21 11:20,20.12400055
10/19/21 11:25,20.15999985
10/19/21 11:30,20.20199966
10/19/21 11:35,20.23999977
10/19/21 11:40,20.28000069
10/19/21 11:45,20.31599998
10/19/21 11:50,20.3579998
10/19/21 11:55,20.3920002
10/19/21 12:00,20.43600082
10/19/21 12:05,20.46800041
10/19/21 12:10,20.50799942
10/19/21 12:15,20.54999924
10/19/21 12:20,20.58799934
10/19/21 12:25,20.62400055
10/19/21 12:30,20.66200066
10/19/21 12:35,20.70199966
10/19/21 12:40,20.73999977
10/19/21 12:45,20.77599907
10/19/21 12:50,20.81200027
10/19/21 12:55,20.84799957
10/19/21 13:00,20.88400078
10/19/21 13:05,20.9279995
10/19/21 13:10,20.9640007
10/19/21 13:15,21.00399971
10/19/21 13:20,21.04400063
10/19/21 13:25,21.08200073
10/19/21 13:30,21.11800003
10/19/21 13:35,21.16200066
10/19/21 13:40,21.19799995
10/19/21 13:45,21.23800087
10/19/21 13:50,21.27599907
10/19/21 13:55,21.31200027
10/19/21 14:00,21.35199928
10/19/21 14:05,21.38800049
10/19/21 14:10,21.4279995
10/19/21 14:15,21.4659996
10/19/21 14:20,21.50399971
10/19/21 14:25,21.54599953
10/19/21 14:30,21.58399963
10/19/21 14:35,21.62400055
10/19/21 14:40,21.66399956
10/19/21 14:45,21.70400047
10/19/21 14:50,21.73600006
10/19/21 14:55,21.78000069
10/19/21 15:00,21.81800079
10/19/21 15:05,21.85400009
10/19/21 15:10,21.88999939
10/19/21 15:15,21.9279995
10/19/21 15:20,21.9659996
10/19/21 15:25,22.00600052
10/19/21 15:30,22.04599953
10/19/21 15:35,22.08399963
10/19/21 15:40,22.12400055
10/19/21 15:45,22.16200066
10/19/21 15:50,22.20199966
10/19/21 15:55,22.23999977
10/19/21 16:00,22.27799988
10/19/21 16:05,22.31399918
10/19/21 16:10,22.35400009
10/19/21 16:15,22.38999939
10/19/21 16:20,22.43000031
10/19/21 16:25,22.46800041
10/19/21 16:30,22.50399971
10/19/21 16:35,22.54599953
10/19/21 16:40,22.57999992
10/19/21 16:45,22.61800003
10/19/21 16:50,22.65800095
10/19/21 16:55,22.69599915
10/19/21 17:00,22.73600006
10/19/21 17:05,22.77000046
10/19/21 17:10,22.80599976
10/19/21 17:15,22.84399986
10/19/21 17:20,22.87999916
10/19/21 17:25,22.92000008
10/19/21 17:30,22.95599937
10/19/21 17:35,22.99399948
10/19/21 17:40,23.02799988
10/19/21 17:45,23.06599998
10/19/21 17:50,23.10199928
10/19/21 17:55,23.13800049
10/19/21 18:00,23.17000008
10/19/21 18:05,23.20999908
10/19/21 18:10,23.24600029
10/19/21 18:15,23.2840004
10/19/21 18:20,23.31999969
10/19/21 18:25,23.35400009
10/19/21 18:30,23.3920002
10/19/21 18:35,23.43000031
10/19/21 18:40,23.46800041
10/19/21 18:45,23.50200081
10/19/21 18:50,23.54000092
10/19/21 18:55,23.57999992
10/19/21 19:00,23.61199951
10/19/21 19:05,23.64999962
10/19/21 19:10,23.68799973
10/19/21 19:15,23.72599983
10/19/21 19:20,23.75799942
10/19/21 19:25,23.79800034
10/19/21 19:30,23.83399963
10/19/21 19:35,23.87199974
10/19/21 19:40,23.90600014
10/19/21 19:45,23.88800049
10/19/21 19:50,23.85199928
10/19/21 19:55,23.80200005
10/19/21 20:00,23.75600052
10/19/21 20:05,23.70999908
10/19/21 20:10,23.66200066
10/19/21 20:15,23.61800003
10/19/21 20:20,23.57600021
10/19/21 20:25,23.53199959
10/19/21 20:30,23.48800087
10/19/21 20:35,23.44199944
10/19/21 20:40,23.40200043
10/19/21 20:45,23.3579998
10/19/21 20:50,23.31800079
10/19/21 20:55,23.27199936
10/19/21 21:00,23.23200035
10/19/21 21:05,23.18199921
10/19/21 21:10,23.13999939
10/19/21 21:15,23.09600067
10/19/21 21:20,23.05200005
10/19/21 21:25,23.00399971
10/19/21 21:30,22.9640007
10/19/21 21:35,22.91799927
10/19/21 21:40,22.87199974
10/19/21 21:45,22.82999992
10/19/21 21:50,22.7859993
10/19/21 21:55,22.73800087
10/19/21 22:00,22.69400024
10/19/21 22:05,22.65200043
10/19/21 22:10,22.6079998
10/19/21 22:15,22.55999947
10/19/21 22:20,22.52000046
10/19/21 22:25,22.47599983
10/19/21 22:30,22.43000031
10/19/21 22:35,22.38599968
10/19/21 22:40,22.34199905
10/19/21 22:45,22.29800034
10/19/21 22:50,22.25399971
10/19/21 22:55,22.21199989
10/19/21 23:00,22.17000008
10/19/21 23:05,22.12400055
10/19/21 23:10,22.07999992
10/19/21 23:15,22.03800011
10/19/21 23:20,21.99399948
10/19/21 23:25,21.95000076
10/19/21 23:30,21.90999985
10/19/21 23:35,21.86199951
10/19/21 23:40,21.81999969
10/19/21 23:45,21.77799988
10/19/21 23:50,21.73399925
10/19/21 23:55,21.69199944
10/20/21 0:00,21.64800072
10/20/21 0:00,21.64800072
10/20/21 0:05,21.60400009
10/20/21 0:10,21.55999947
10/20/21 0:15,21.52000046
10/20/21 0:20,21.47400093
10/20/21 0:25,21.43000031
